Domain,FirstIndexed,LastIndexed,SalesRevenue,SpendDate,SpendSum,CompanyName,Vertical,State,Country,ARank,QRank
wai.org,983401200000,1690873200000,0,1482488400000,203,wai.org Corp,Art And Entertainment,OH,US,441162,143762
wai.org,983401200000,1690873200000,0,1544696400000,310,wai.org Corp,Art And Entertainment,OH,US,441162,143762
wai.org,983401200000,1690873200000,0,1570616400000,107,wai.org Corp,Art And Entertainment,OH,US,441162,143762
wai.org,983401200000,1690873200000,0,1601720400000,522,wai.org Corp,Art And Entertainment,OH,US,441162,143762
wai.org,983401200000,1690873200000,0,1643192400000,568,wai.org Corp,Art And Entertainment,OH,US,441162,143762
wai.org,983401200000,1690873200000,0,1663928400000,622,wai.org Corp,Art And Entertainment,OH,US,441162,143762
wai.org,983401200000,1690873200000,0,1669112400000,1004,wai.org Corp,Art And Entertainment,OH,US,441162,143762
wai.org,983401200000,1690873200000,0,1689848400000,482,wai.org Corp,Art And Entertainment,OH,US,441162,143762
wai.org,983401200000,1690873200000,0,1690873200000,1004,wai.org Corp,Art And Entertainment,OH,US,441162,143762
sageunlimited.com,1606431600000,1688454000000,0,1607798640000,0,,,,,100000001,0
sageunlimited.com,1606431600000,1688454000000,0,1688454000000,0,,,,,100000001,0
williamsconsultingllc.com,1389168000000,1690786800000,0,1394194980000,0,Williams Consulting LLC,Business And Industrial,MD,US,15424066,-1
williamsconsultingllc.com,1389168000000,1690786800000,0,1446034980000,9,Williams Consulting LLC,Business And Industrial,MD,US,15424066,-1
williamsconsultingllc.com,1389168000000,1690786800000,0,1523794980000,110,Williams Consulting LLC,Business And Industrial,MD,US,15424066,-1
williamsconsultingllc.com,1389168000000,1690786800000,0,1539346980000,125,Williams Consulting LLC,Business And Industrial,MD,US,15424066,-1
williamsconsultingllc.com,1389168000000,1690786800000,0,1544530980000,151,Williams Consulting LLC,Business And Industrial,MD,US,15424066,-1
williamsconsultingllc.com,1389168000000,1690786800000,0,1622290980000,142,Williams Consulting LLC,Business And Industrial,MD,US,15424066,-1
williamsconsultingllc.com,1389168000000,1690786800000,0,1668946980000,127,Williams Consulting LLC,Business And Industrial,MD,US,15424066,-1
williamsconsultingllc.com,1389168000000,1690786800000,0,1690786800000,127,Williams Consulting LLC,Business And Industrial,MD,US,15424066,-1
tayloredhs.com,1566774000000,1688799600000,0,1568807760000,0,,,,,100000001,0
tayloredhs.com,1566774000000,1688799600000,0,1688799600000,0,,,,,100000001,0
optimumchemsolutions.com,1667808000000,1688108400000,0,1668146340000,0,,,,,100000001,0
optimumchemsolutions.com,1667808000000,1688108400000,0,1688108400000,0,,,,,100000001,0
shopchosen.com,1474758000000,1688540400000,0,1478321040000,96,,,,,47785371,0
shopchosen.com,1474758000000,1688540400000,0,1540529040000,0,,,,,47785371,0
shopchosen.com,1474758000000,1688540400000,0,1688540400000,0,,,,,47785371,0
therecoveryproject.net,1074726000000,1690441200000,0,1084987920000,0,The Recovery Project,Health And Fitness,MI,US,10356372,-1
therecoveryproject.net,1074726000000,1690441200000,0,1385659920000,217,The Recovery Project,Health And Fitness,MI,US,10356372,-1
therecoveryproject.net,1074726000000,1690441200000,0,1458235920000,31,The Recovery Project,Health And Fitness,MI,US,10356372,-1
therecoveryproject.net,1074726000000,1690441200000,0,1541179920000,40,The Recovery Project,Health And Fitness,MI,US,10356372,-1
therecoveryproject.net,1074726000000,1690441200000,0,1613755920000,230,The Recovery Project,Health And Fitness,MI,US,10356372,-1
therecoveryproject.net,1074726000000,1690441200000,0,1639675920000,814,The Recovery Project,Health And Fitness,MI,US,10356372,-1
therecoveryproject.net,1074726000000,1690441200000,0,1644859920000,624,The Recovery Project,Health And Fitness,MI,US,10356372,-1
therecoveryproject.net,1074726000000,1690441200000,0,1650043920000,828,The Recovery Project,Health And Fitness,MI,US,10356372,-1
therecoveryproject.net,1074726000000,1690441200000,0,1686331920000,755,The Recovery Project,Health And Fitness,MI,US,10356372,-1
therecoveryproject.net,1074726000000,1690441200000,0,1690441200000,828,The Recovery Project,Health And Fitness,MI,US,10356372,-1
madcapsoftware.com,982396800000,1690873200000,0,994204740000,0,MadCap Software,Business And Industrial,CA,US,786443,123522
madcapsoftware.com,982396800000,1690873200000,0,1331164740000,507,MadCap Software,Business And Industrial,CA,US,786443,123522
madcapsoftware.com,982396800000,1690873200000,0,1393372740000,673,MadCap Software,Business And Industrial,CA,US,786443,123522
madcapsoftware.com,982396800000,1690873200000,0,1414108740000,1040,MadCap Software,Business And Industrial,CA,US,786443,123522
madcapsoftware.com,982396800000,1690873200000,0,1440028740000,4673,MadCap Software,Business And Industrial,CA,US,786443,123522
madcapsoftware.com,982396800000,1690873200000,0,1445212740000,4507,MadCap Software,Business And Industrial,CA,US,786443,123522
madcapsoftware.com,982396800000,1690873200000,0,1476316740000,2507,MadCap Software,Business And Industrial,CA,US,786443,123522
madcapsoftware.com,982396800000,1690873200000,0,1486684740000,2670,MadCap Software,Business And Industrial,CA,US,786443,123522
madcapsoftware.com,982396800000,1690873200000,0,1502236740000,670,MadCap Software,Business And Industrial,CA,US,786443,123522
madcapsoftware.com,982396800000,1690873200000,0,1522972740000,2117,MadCap Software,Business And Industrial,CA,US,786443,123522
madcapsoftware.com,982396800000,1690873200000,0,1533340740000,1200,MadCap Software,Business And Industrial,CA,US,786443,123522
madcapsoftware.com,982396800000,1690873200000,0,1543708740000,1354,MadCap Software,Business And Industrial,CA,US,786443,123522
madcapsoftware.com,982396800000,1690873200000,0,1554076740000,1887,MadCap Software,Business And Industrial,CA,US,786443,123522
madcapsoftware.com,982396800000,1690873200000,0,1574812740000,2061,MadCap Software,Business And Industrial,CA,US,786443,123522
madcapsoftware.com,982396800000,1690873200000,0,1585180740000,2177,MadCap Software,Business And Industrial,CA,US,786443,123522
madcapsoftware.com,982396800000,1690873200000,0,1600732740000,2416,MadCap Software,Business And Industrial,CA,US,786443,123522
madcapsoftware.com,982396800000,1690873200000,0,1616284740000,2385,MadCap Software,Business And Industrial,CA,US,786443,123522
madcapsoftware.com,982396800000,1690873200000,0,1626652740000,2379,MadCap Software,Business And Industrial,CA,US,786443,123522
madcapsoftware.com,982396800000,1690873200000,0,1637020740000,2368,MadCap Software,Business And Industrial,CA,US,786443,123522
madcapsoftware.com,982396800000,1690873200000,0,1642204740000,2602,MadCap Software,Business And Industrial,CA,US,786443,123522
madcapsoftware.com,982396800000,1690873200000,0,1647388740000,2622,MadCap Software,Business And Industrial,CA,US,786443,123522
madcapsoftware.com,982396800000,1690873200000,0,1657756740000,2675,MadCap Software,Business And Industrial,CA,US,786443,123522
madcapsoftware.com,982396800000,1690873200000,0,1662940740000,2775,MadCap Software,Business And Industrial,CA,US,786443,123522
madcapsoftware.com,982396800000,1690873200000,0,1668124740000,2828,MadCap Software,Business And Industrial,CA,US,786443,123522
madcapsoftware.com,982396800000,1690873200000,0,1683676740000,2298,MadCap Software,Business And Industrial,CA,US,786443,123522
madcapsoftware.com,982396800000,1690873200000,0,1690873200000,3748,MadCap Software,Business And Industrial,CA,US,786443,123522
utahfostercare.org,1129186800000,1690614000000,0,1138543920000,0,Utah Foster Care,Law, Govt And Politics,UT,US,1074230,282329
utahfostercare.org,1129186800000,1690614000000,0,1439215920000,52,Utah Foster Care,Law, Govt And Politics,UT,US,1074230,282329
utahfostercare.org,1129186800000,1690614000000,0,1459951920000,83,Utah Foster Care,Law, Govt And Politics,UT,US,1074230,282329
utahfostercare.org,1129186800000,1690614000000,0,1470319920000,31,Utah Foster Care,Law, Govt And Politics,UT,US,1074230,282329
utahfostercare.org,1129186800000,1690614000000,0,1511791920000,40,Utah Foster Care,Law, Govt And Politics,UT,US,1074230,282329
utahfostercare.org,1129186800000,1690614000000,0,1532527920000,204,Utah Foster Care,Law, Govt And Politics,UT,US,1074230,282329
utahfostercare.org,1129186800000,1690614000000,0,1568815920000,503,Utah Foster Care,Law, Govt And Politics,UT,US,1074230,282329
utahfostercare.org,1129186800000,1690614000000,0,1615471920000,712,Utah Foster Care,Law, Govt And Politics,UT,US,1074230,282329
utahfostercare.org,1129186800000,1690614000000,0,1636207920000,413,Utah Foster Care,Law, Govt And Politics,UT,US,1074230,282329
utahfostercare.org,1129186800000,1690614000000,0,1690614000000,413,Utah Foster Care,Law, Govt And Politics,UT,US,1074230,282329
vbvf.org,1510905600000,1689404400000,8554,1513880580000,0,,Unknown,TX,US,21796080,-1
vbvf.org,1510905600000,1689404400000,8554,1596824580000,136,,Unknown,TX,US,21796080,-1
vbvf.org,1510905600000,1689404400000,8554,1674584580000,135,,Unknown,TX,US,21796080,-1
vbvf.org,1510905600000,1689404400000,8554,1689404400000,135,,Unknown,TX,US,21796080,-1
baldwinmemorial.org,1315144800000,1690614000000,0,1321402620000,0,Baldwin Memorial United Methodist Church,Education,MD,US,31047767,-1
baldwinmemorial.org,1315144800000,1690614000000,0,1690614000000,0,Baldwin Memorial United Methodist Church,Education,MD,US,31047767,-1
one8solutions.com,1022569200000,1690441200000,31390,1033700400000,0,One8Solutions LLC,Business And Industrial,MA,US,7270918,-1
one8solutions.com,1022569200000,1690441200000,31390,1401764400000,165,One8Solutions LLC,Business And Industrial,MA,US,7270918,-1
one8solutions.com,1022569200000,1690441200000,31390,1463972400000,31,One8Solutions LLC,Business And Industrial,MA,US,7270918,-1
one8solutions.com,1022569200000,1690441200000,31390,1474340400000,1164,One8Solutions LLC,Business And Industrial,MA,US,7270918,-1
one8solutions.com,1022569200000,1690441200000,31390,1645412400000,61,One8Solutions LLC,Business And Industrial,MA,US,7270918,-1
one8solutions.com,1022569200000,1690441200000,31390,1660964400000,1452,One8Solutions LLC,Business And Industrial,MA,US,7270918,-1
one8solutions.com,1022569200000,1690441200000,31390,1676516400000,264,One8Solutions LLC,Business And Industrial,MA,US,7270918,-1
one8solutions.com,1022569200000,1690441200000,31390,1686884400000,394,One8Solutions LLC,Business And Industrial,MA,US,7270918,-1
one8solutions.com,1022569200000,1690441200000,31390,1690441200000,1624,One8Solutions LLC,Business And Industrial,MA,US,7270918,-1
ricostow.com,1467241200000,1688853600000,0,1470934740000,0,,Business And Industrial,AZ,US,100000001,-1
ricostow.com,1467241200000,1688853600000,0,1688853600000,40,,Business And Industrial,AZ,US,100000001,-1
prioritycommerce.com,1231574400000,1690873200000,0,1239229380000,319,Priority Commerce,Business And Industrial,GA,US,54719393,-1
prioritycommerce.com,1231574400000,1690873200000,0,1296253380000,0,Priority Commerce,Business And Industrial,GA,US,54719393,-1
prioritycommerce.com,1231574400000,1690873200000,0,1669501380000,209,Priority Commerce,Business And Industrial,GA,US,54719393,-1
prioritycommerce.com,1231574400000,1690873200000,0,1674685380000,396,Priority Commerce,Business And Industrial,GA,US,54719393,-1
prioritycommerce.com,1231574400000,1690873200000,0,1679869380000,947,Priority Commerce,Business And Industrial,GA,US,54719393,-1
prioritycommerce.com,1231574400000,1690873200000,0,1690237380000,983,Priority Commerce,Business And Industrial,GA,US,54719393,-1
prioritycommerce.com,1231574400000,1690873200000,0,1690873200000,3534,Priority Commerce,Business And Industrial,GA,US,54719393,-1
noblehousehotels.com,1011740400000,1690786800000,0,1023057840000,0,Noble House Hotels & Resorts,Travel,WA,US,548528,180812
noblehousehotels.com,1011740400000,1690786800000,0,1308177840000,194,Noble House Hotels & Resorts,Travel,WA,US,548528,180812
noblehousehotels.com,1011740400000,1690786800000,0,1396305840000,467,Noble House Hotels & Resorts,Travel,WA,US,548528,180812
noblehousehotels.com,1011740400000,1690786800000,0,1484433840000,573,Noble House Hotels & Resorts,Travel,WA,US,548528,180812
noblehousehotels.com,1011740400000,1690786800000,0,1505169840000,1107,Noble House Hotels & Resorts,Travel,WA,US,548528,180812
noblehousehotels.com,1011740400000,1690786800000,0,1567377840000,6,Noble House Hotels & Resorts,Travel,WA,US,548528,180812
noblehousehotels.com,1011740400000,1690786800000,0,1572561840000,118,Noble House Hotels & Resorts,Travel,WA,US,548528,180812
noblehousehotels.com,1011740400000,1690786800000,0,1577745840000,178,Noble House Hotels & Resorts,Travel,WA,US,548528,180812
noblehousehotels.com,1011740400000,1690786800000,0,1582929840000,268,Noble House Hotels & Resorts,Travel,WA,US,548528,180812
noblehousehotels.com,1011740400000,1690786800000,0,1588113840000,420,Noble House Hotels & Resorts,Travel,WA,US,548528,180812
noblehousehotels.com,1011740400000,1690786800000,0,1598481840000,629,Noble House Hotels & Resorts,Travel,WA,US,548528,180812
noblehousehotels.com,1011740400000,1690786800000,0,1603665840000,649,Noble House Hotels & Resorts,Travel,WA,US,548528,180812
noblehousehotels.com,1011740400000,1690786800000,0,1614033840000,711,Noble House Hotels & Resorts,Travel,WA,US,548528,180812
noblehousehotels.com,1011740400000,1690786800000,0,1619217840000,1244,Noble House Hotels & Resorts,Travel,WA,US,548528,180812
noblehousehotels.com,1011740400000,1690786800000,0,1624401840000,1175,Noble House Hotels & Resorts,Travel,WA,US,548528,180812
noblehousehotels.com,1011740400000,1690786800000,0,1634769840000,1085,Noble House Hotels & Resorts,Travel,WA,US,548528,180812
noblehousehotels.com,1011740400000,1690786800000,0,1639953840000,1220,Noble House Hotels & Resorts,Travel,WA,US,548528,180812
noblehousehotels.com,1011740400000,1690786800000,0,1650321840000,1017,Noble House Hotels & Resorts,Travel,WA,US,548528,180812
noblehousehotels.com,1011740400000,1690786800000,0,1665873840000,1044,Noble House Hotels & Resorts,Travel,WA,US,548528,180812
noblehousehotels.com,1011740400000,1690786800000,0,1690786800000,1044,Noble House Hotels & Resorts,Travel,WA,US,548528,180812
magicmomtravel.com,1650265200000,1684220400000,0,1650831120000,0,Magic Mom Travel LLC,Hobbies And Interests,,,69325869,-1
magicmomtravel.com,1650265200000,1684220400000,0,1656015120000,43,Magic Mom Travel LLC,Hobbies And Interests,,,69325869,-1
magicmomtravel.com,1650265200000,1684220400000,0,1684220400000,43,Magic Mom Travel LLC,Hobbies And Interests,,,69325869,-1
washington-enterprises.com,1422316800000,1689058800000,0,1426762500000,48,Washington Enterprises Inc,Business And Industrial,GA,US,27482032,-1
washington-enterprises.com,1422316800000,1689058800000,0,1431946500000,0,Washington Enterprises Inc,Business And Industrial,GA,US,27482032,-1
washington-enterprises.com,1422316800000,1689058800000,0,1514890500000,562,Washington Enterprises Inc,Business And Industrial,GA,US,27482032,-1
washington-enterprises.com,1422316800000,1689058800000,0,1520074500000,722,Washington Enterprises Inc,Business And Industrial,GA,US,27482032,-1
washington-enterprises.com,1422316800000,1689058800000,0,1525258500000,579,Washington Enterprises Inc,Business And Industrial,GA,US,27482032,-1
washington-enterprises.com,1422316800000,1689058800000,0,1689058800000,0,Washington Enterprises Inc,Business And Industrial,GA,US,27482032,-1
proaudioconsulting.com,1381701600000,1690527600000,0,1386848700000,0,Pro Audio Consulting,Business And Industrial,NY,US,76688716,-1
proaudioconsulting.com,1381701600000,1690527600000,0,1516448700000,1164,Pro Audio Consulting,Business And Industrial,NY,US,76688716,-1
proaudioconsulting.com,1381701600000,1690527600000,0,1690527600000,1164,Pro Audio Consulting,Business And Industrial,NY,US,76688716,-1
aksloan.com,1389481200000,1689490800000,0,1394481360000,0,,,,,100000001,0
aksloan.com,1389481200000,1689490800000,0,1689490800000,0,,,,,100000001,0
cmlaw.com,1308002400000,1690614000000,0,1314379260000,0,Castronovo & Mckinney LLC,Law, Govt And Politics,NJ,US,3006707,-1
cmlaw.com,1308002400000,1690614000000,0,1397323260000,254,Castronovo & Mckinney LLC,Law, Govt And Politics,NJ,US,3006707,-1
cmlaw.com,1308002400000,1690614000000,0,1454347260000,285,Castronovo & Mckinney LLC,Law, Govt And Politics,NJ,US,3006707,-1
cmlaw.com,1308002400000,1690614000000,0,1495819260000,751,Castronovo & Mckinney LLC,Law, Govt And Politics,NJ,US,3006707,-1
cmlaw.com,1308002400000,1690614000000,0,1558027260000,604,Castronovo & Mckinney LLC,Law, Govt And Politics,NJ,US,3006707,-1
cmlaw.com,1308002400000,1690614000000,0,1568395260000,494,Castronovo & Mckinney LLC,Law, Govt And Politics,NJ,US,3006707,-1
cmlaw.com,1308002400000,1690614000000,0,1625419260000,352,Castronovo & Mckinney LLC,Law, Govt And Politics,NJ,US,3006707,-1
cmlaw.com,1308002400000,1690614000000,0,1630603260000,362,Castronovo & Mckinney LLC,Law, Govt And Politics,NJ,US,3006707,-1
cmlaw.com,1308002400000,1690614000000,0,1651339260000,442,Castronovo & Mckinney LLC,Law, Govt And Politics,NJ,US,3006707,-1
cmlaw.com,1308002400000,1690614000000,0,1661707260000,561,Castronovo & Mckinney LLC,Law, Govt And Politics,NJ,US,3006707,-1
cmlaw.com,1308002400000,1690614000000,0,1690614000000,442,Castronovo & Mckinney LLC,Law, Govt And Politics,NJ,US,3006707,-1
asrpaintsprayersandiego.com,1611129600000,1690009200000,0,1612444260000,0,,Unknown,CA,US,83741376,-1
asrpaintsprayersandiego.com,1611129600000,1690009200000,0,1690009200000,0,,Unknown,CA,US,83741376,-1
oneil4machinery.com,1448409600000,1688108400000,0,1452404580000,0,,Technology And Computing,MA,US,56484982,-1
oneil4machinery.com,1448409600000,1688108400000,0,1688108400000,0,,Technology And Computing,MA,US,56484982,-1
mobilismed.com,1348149600000,1689490800000,0,1353838620000,211,,Home And Garden,IA,US,46743023,-1
mobilismed.com,1348149600000,1689490800000,0,1359022620000,0,,Home And Garden,IA,US,46743023,-1
mobilismed.com,1348149600000,1689490800000,0,1369390620000,5,,Home And Garden,IA,US,46743023,-1
mobilismed.com,1348149600000,1689490800000,0,1441966620000,199,,Home And Garden,IA,US,46743023,-1
mobilismed.com,1348149600000,1689490800000,0,1597486620000,921,,Home And Garden,IA,US,46743023,-1
mobilismed.com,1348149600000,1689490800000,0,1623406620000,917,,Home And Garden,IA,US,46743023,-1
mobilismed.com,1348149600000,1689490800000,0,1689490800000,0,,Home And Garden,IA,US,46743023,-1
berkshiremm.com,1195027200000,1690441200000,0,1203284100000,0,Berkshire Money Management Inc,Finance,MA,US,12761567,-1
berkshiremm.com,1195027200000,1690441200000,0,1410644100000,209,Berkshire Money Management Inc,Finance,MA,US,12761567,-1
berkshiremm.com,1195027200000,1690441200000,0,1472852100000,240,Berkshire Money Management Inc,Finance,MA,US,12761567,-1
berkshiremm.com,1195027200000,1690441200000,0,1478036100000,1073,Berkshire Money Management Inc,Finance,MA,US,12761567,-1
berkshiremm.com,1195027200000,1690441200000,0,1519508100000,731,Berkshire Money Management Inc,Finance,MA,US,12761567,-1
berkshiremm.com,1195027200000,1690441200000,0,1524692100000,892,Berkshire Money Management Inc,Finance,MA,US,12761567,-1
berkshiremm.com,1195027200000,1690441200000,0,1540244100000,370,Berkshire Money Management Inc,Finance,MA,US,12761567,-1
berkshiremm.com,1195027200000,1690441200000,0,1576532100000,535,Berkshire Money Management Inc,Finance,MA,US,12761567,-1
berkshiremm.com,1195027200000,1690441200000,0,1602452100000,544,Berkshire Money Management Inc,Finance,MA,US,12761567,-1
berkshiremm.com,1195027200000,1690441200000,0,1618004100000,780,Berkshire Money Management Inc,Finance,MA,US,12761567,-1
berkshiremm.com,1195027200000,1690441200000,0,1659476100000,833,Berkshire Money Management Inc,Finance,MA,US,12761567,-1
berkshiremm.com,1195027200000,1690441200000,0,1669844100000,824,Berkshire Money Management Inc,Finance,MA,US,12761567,-1
berkshiremm.com,1195027200000,1690441200000,0,1675028100000,1148,Berkshire Money Management Inc,Finance,MA,US,12761567,-1
berkshiremm.com,1195027200000,1690441200000,0,1680212100000,652,Berkshire Money Management Inc,Finance,MA,US,12761567,-1
berkshiremm.com,1195027200000,1690441200000,0,1690441200000,1185,Berkshire Money Management Inc,Finance,MA,US,12761567,-1
omotoabaconsulting.com,1666508400000,1688108400000,3833,1666868400000,0,,,,,100000001,0
omotoabaconsulting.com,1666508400000,1688108400000,3833,1688108400000,63,,,,,100000001,0

westmainstudios.com,1291276800000,1690614000000,5965,1297932420000,0,West Main Studios,Art And Entertainment,AL,US,10571943,-1
westmainstudios.com,1291276800000,1690614000000,5965,1391244420000,33,West Main Studios,Art And Entertainment,AL,US,10571943,-1
westmainstudios.com,1291276800000,1690614000000,5965,1458636420000,895,West Main Studios,Art And Entertainment,AL,US,10571943,-1
westmainstudios.com,1291276800000,1690614000000,5965,1463820420000,179,West Main Studios,Art And Entertainment,AL,US,10571943,-1
westmainstudios.com,1291276800000,1690614000000,5965,1479372420000,27,West Main Studios,Art And Entertainment,AL,US,10571943,-1
westmainstudios.com,1291276800000,1690614000000,5965,1505292420000,80,West Main Studios,Art And Entertainment,AL,US,10571943,-1
westmainstudios.com,1291276800000,1690614000000,5965,1520844420000,996,West Main Studios,Art And Entertainment,AL,US,10571943,-1
westmainstudios.com,1291276800000,1690614000000,5965,1572684420000,1109,West Main Studios,Art And Entertainment,AL,US,10571943,-1
westmainstudios.com,1291276800000,1690614000000,5965,1577868420000,943,West Main Studios,Art And Entertainment,AL,US,10571943,-1
westmainstudios.com,1291276800000,1690614000000,5965,1619340420000,917,West Main Studios,Art And Entertainment,AL,US,10571943,-1
westmainstudios.com,1291276800000,1690614000000,5965,1671180420000,86,West Main Studios,Art And Entertainment,AL,US,10571943,-1
westmainstudios.com,1291276800000,1690614000000,5965,1690614000000,86,West Main Studios,Art And Entertainment,AL,US,10571943,-1
plasmonics-inc.com,1390518000000,1690441200000,0,1395516720000,0,Plasmonics Inc,Business And Industrial,FL,US,16882188,-1
plasmonics-inc.com,1390518000000,1690441200000,0,1690441200000,0,Plasmonics Inc,Business And Industrial,FL,US,16882188,-1
littlebearinc.com,1362056400000,1690614000000,0,1367532360000,0,,,,,63737770,0
littlebearinc.com,1362056400000,1690614000000,0,1398636360000,5,,,,,63737770,0
littlebearinc.com,1362056400000,1690614000000,0,1690614000000,0,,,,,63737770,0
thesocialstage.com,1422399600000,1690614000000,0,1426869840000,0,,Unknown,WA,US,6492245,-1
thesocialstage.com,1422399600000,1690614000000,0,1690614000000,0,,Unknown,WA,US,6492245,-1
designcoaches.com,1362056400000,1690268400000,0,1367526600000,0,,Technology And Computing,MA,US,100000001,-1
designcoaches.com,1362056400000,1690268400000,0,1690268400000,0,,Technology And Computing,MA,US,100000001,-1
boydhardmoneyloans.com,1488322800000,1689922800000,0,1491682800000,9,Boyd Hard Money Loans,Finance,FL,US,48024103,-1
boydhardmoneyloans.com,1488322800000,1689922800000,0,1517602800000,12,Boyd Hard Money Loans,Finance,FL,US,48024103,-1
boydhardmoneyloans.com,1488322800000,1689922800000,0,1553890800000,92,Boyd Hard Money Loans,Finance,FL,US,48024103,-1
boydhardmoneyloans.com,1488322800000,1689922800000,0,1559074800000,89,Boyd Hard Money Loans,Finance,FL,US,48024103,-1
boydhardmoneyloans.com,1488322800000,1689922800000,0,1564258800000,206,Boyd Hard Money Loans,Finance,FL,US,48024103,-1
boydhardmoneyloans.com,1488322800000,1689922800000,0,1610914800000,402,Boyd Hard Money Loans,Finance,FL,US,48024103,-1
boydhardmoneyloans.com,1488322800000,1689922800000,0,1688674800000,197,Boyd Hard Money Loans,Finance,FL,US,48024103,-1
boydhardmoneyloans.com,1488322800000,1689922800000,0,1693858800000,0,Boyd Hard Money Loans,Finance,FL,US,48024103,-1
boydhardmoneyloans.com,1488322800000,1689922800000,0,1689922800000,274,Boyd Hard Money Loans,Finance,FL,US,48024103,-1
m2enterprisesusa.com,1362056400000,1688022000000,0,1367489160000,0,,Business And Industrial,,,100000001,-1
m2enterprisesusa.com,1362056400000,1688022000000,0,1688022000000,0,,Business And Industrial,,,100000001,-1
919usa.com,1422399600000,1690614000000,0,1426869840000,0,Quick Usa Inc,Travel,,,11320841,-1
919usa.com,1422399600000,1690614000000,0,1690614000000,0,Quick Usa Inc,Travel,,,11320841,-1

thevintagelbc.com,1657609200000,1688886000000,25292,1658130480000,16,The Vintage LBC,Food And Drink,California,US,100000001,-1
thevintagelbc.com,1657609200000,1688886000000,25292,1663314480000,63,The Vintage LBC,Food And Drink,California,US,100000001,-1
thevintagelbc.com,1657609200000,1688886000000,25292,1673682480000,296,The Vintage LBC,Food And Drink,California,US,100000001,-1
thevintagelbc.com,1657609200000,1688886000000,25292,1678866480000,397,The Vintage LBC,Food And Drink,California,US,100000001,-1
thevintagelbc.com,1657609200000,1688886000000,25292,1689234480000,0,The Vintage LBC,Food And Drink,California,US,100000001,-1
thevintagelbc.com,1657609200000,1688886000000,25292,1688886000000,397,The Vintage LBC,Food And Drink,California,US,100000001,-1
tsscimedia.com,1637913600000,1688972400000,22379,1638764580000,0,,Art And Entertainment,,,100000001,-1
tsscimedia.com,1637913600000,1688972400000,22379,1680236580000,350,,Art And Entertainment,,,100000001,-1
tsscimedia.com,1637913600000,1688972400000,22379,1688972400000,350,,Art And Entertainment,,,100000001,-1
dodddevelopmentgroup.com,1613462400000,1690354800000,7782,1614743940000,110,Dodd Development Group,Real Estate,,,100000001,-1
dodddevelopmentgroup.com,1613462400000,1690354800000,7782,1619927940000,101,Dodd Development Group,Real Estate,,,100000001,-1
dodddevelopmentgroup.com,1613462400000,1690354800000,7782,1671767940000,115,Dodd Development Group,Real Estate,,,100000001,-1
dodddevelopmentgroup.com,1613462400000,1690354800000,7782,1692503940000,0,Dodd Development Group,Real Estate,,,100000001,-1
dodddevelopmentgroup.com,1613462400000,1690354800000,7782,1690354800000,115,Dodd Development Group,Real Estate,,,100000001,-1
europeanstonetile.com,1362056400000,1690614000000,0,1367532360000,0,European Stone & Tile Design,Home And Garden,WA,US,48414326,-1
europeanstonetile.com,1362056400000,1690614000000,0,1631916360000,9,European Stone & Tile Design,Home And Garden,WA,US,48414326,-1
europeanstonetile.com,1362056400000,1690614000000,0,1642284360000,40,European Stone & Tile Design,Home And Garden,WA,US,48414326,-1
europeanstonetile.com,1362056400000,1690614000000,0,1652652360000,376,European Stone & Tile Design,Home And Garden,WA,US,48414326,-1
europeanstonetile.com,1362056400000,1690614000000,0,1690614000000,376,European Stone & Tile Design,Home And Garden,WA,US,48414326,-1
guardia1.com,1562799600000,1690786800000,6846,1564932720000,0,Guardia1,Law, Govt And Politics,UT,US,10217786,-1
guardia1.com,1562799600000,1690786800000,6846,1616772720000,100,Guardia1,Law, Govt And Politics,UT,US,10217786,-1
guardia1.com,1562799600000,1690786800000,6846,1627140720000,706,Guardia1,Law, Govt And Politics,UT,US,10217786,-1
guardia1.com,1562799600000,1690786800000,6846,1689348720000,109,Guardia1,Law, Govt And Politics,UT,US,10217786,-1
guardia1.com,1562799600000,1690786800000,6846,1690786800000,706,Guardia1,Law, Govt And Politics,UT,US,10217786,-1
roxvillehomes.com,1643270400000,1688454000000,0,1644023460000,0,RoxVille Homes,Unknown,KY,US,100000001,-1
roxvillehomes.com,1643270400000,1688454000000,0,1649207460000,43,RoxVille Homes,Unknown,KY,US,100000001,-1
roxvillehomes.com,1643270400000,1688454000000,0,1688454000000,43,RoxVille Homes,Unknown,KY,US,100000001,-1
gazelleis.com,1434841200000,1690786800000,0,1439106960000,0,,,,,100000001,0
gazelleis.com,1434841200000,1690786800000,0,1636098960000,57,,,,,100000001,0
gazelleis.com,1434841200000,1690786800000,0,1687938960000,173,,,,,100000001,0
gazelleis.com,1434841200000,1690786800000,0,1690786800000,173,,,,,100000001,0
againfaster.com,1200783600000,1690786800000,229876,1208950320000,309,Again Faster Inc,Business And Industrial,FL,US,1575867,128924
againfaster.com,1200783600000,1690786800000,229876,1297078320000,181,Again Faster Inc,Business And Industrial,FL,US,1575867,128924
againfaster.com,1200783600000,1690786800000,229876,1317814320000,16,Again Faster Inc,Business And Industrial,FL,US,1575867,128924
againfaster.com,1200783600000,1690786800000,229876,1328182320000,0,Again Faster Inc,Business And Industrial,FL,US,1575867,128924
againfaster.com,1200783600000,1690786800000,229876,1400758320000,112,Again Faster Inc,Business And Industrial,FL,US,1575867,128924
